Title,Price in Tenge,Operating system,Display diagonal,Memory(GB),Main Camera,Front Camera,Delivery,Manufacturer,Features,Color
"Смартфон OPPO A53 64GB, Fancy Blue",99990,Android 10,"6.5""",64Гб,13+2+2,8,бесплатно,Oppo,"Количество SIM-карт:2 SIM, Разрешение экрана:1600x720, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:A53, Серия смартфона:A53, Автофокусировка:есть, Разрешение снимков:4624х3468, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",Fancy Blue
Смартфон BQ-6042L Magic E Black,45333,Android 9.0,"6.09""",32Гб,"13+0,3",5,бесплатно,BQ,"Количество SIM-карт:2 SIM, Разрешение экрана:1280х600, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:gps, Тип устройства / товара:смартфон, Модель:6042L Magic E, Цвет передней панели:чёрный, Серия смартфона:6042L Magic, Автофокусировка:есть, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",чёрный
Смартфон Xiaomi Redmi Note 9 64GB (Onyx Black) Чёрный,74990,Android,"6.53""",64Гб,48+8+2+2,13,бесплатно,Xiaomi,"Количество SIM-карт:2 SIM, Разрешение экрана:2340x1080, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:gps, Тип устройства / товара:смартфон, Модель:Redmi Note 9, Цвет передней панели:чёрный, Серия смартфона:Redmi Note 9, Автофокусировка:есть, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",чёрный
"Смартфон Xiaomi Redmi 9C 64GB, Sunrise Orange",64990,Android 10,"6.53""",64Гб,13+2+2,5,бесплатно,Xiaomi,"Количество SIM-карт:2 SIM, Разрешение экрана:1600x720, Технология изготовления экрана:IPS , Количество ядер:8, Количество мегапикселей основной камеры (Мп):13+2+2, Тип устройства / товара:смартфон, Модель:Redmi 9C, Цвет передней панели:чёрный, Серия смартфона:Redmi 9C, Автофокусировка:есть, Встроенная вспышка:нет, Тип вспышки:светодиодная (LED), ",оранжевый
"Смартфон Realme 6 Pro (8/128), Red",139890,Android,"6.6""",128Гб,"широкоугольная 64 МП F/1.80, 12 МП F/2.50, сверхширокоугольная 8 МП F/2.30, макро 2 МП F/2.40",16 МП,бесплатно,RealMe,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:гироскоп, Тип устройства / товара:смартфон, Модель:Realme 6 Pro, Серия смартфона:Realme 6 Pro, Автофокусировка:есть, Встроенная вспышка:есть, ",красный
"Смартфон OPPO A53 64GB, Mint Cream",99990,Android 10,"6.5""",64Гб,13+2+2,8,бесплатно,Oppo,"Количество SIM-карт:2 SIM, Разрешение экрана:1600x720, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:A53, Серия смартфона:A53, Автофокусировка:есть, Разрешение снимков:4624х3468, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",Mint Cream
"Смартфон Xiaomi Redmi 9C 64GB, Twilight Blue",64990,Android 10,"6.53""",64Гб,13+2+2,5,бесплатно,Xiaomi,"Количество SIM-карт:2 SIM, Разрешение экрана:1600x720, Технология изготовления экрана:IPS , Количество ядер:8, Количество мегапикселей основной камеры (Мп):13+2+2, Тип устройства / товара:смартфон, Модель:9C, Цвет передней панели:голубой, Серия смартфона:Redmi 9C, Автофокусировка:есть, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",голубой
"Смартфон Samsung Galaxy A51 6/128GB, Silver",149890,Android 9.0,"6.5""",128Гб,48 + 12 + 5 + 5,32,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:Super AMOLED, Количество ядер:8, Датчики:gps, Тип устройства / товара:смартфон, Модель:A51, Цвет передней панели:чёрный, Серия смартфона:Galaxy A51, Автофокусировка:есть, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",серебристый
Смартфон Xiaomi Redmi 9 32GB Ocean Green,64990,Android,"6.53""",32Гб,13+8+5+2,8,бесплатно,Xiaomi,"Количество SIM-карт:2 SIM, Разрешение экрана:2340x1080, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:Redmi 9, Цвет передней панели:чёрный, Серия смартфона:Redmi 9, Автофокусировка:есть, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",зеленый
"Смартфон OPPO A53 64GB, Electric Black",99990,Android 10,"6.5""",64Гб,13+2+2,8,бесплатно,Oppo,"Количество SIM-карт:2 SIM, Разрешение экрана:1600x720, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:A53, Серия смартфона:A53, Автофокусировка:есть, Разрешение снимков:4624х3468, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",Electric Black
"Смартфон Samsung Galaxy S20 FE, Lavender",269890,Android 10,"6.5""",128Гб,12+12+8 Мп,32,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Технология изготовления экрана:Super AMOLED, Количество ядер:8, Датчики:Face ID, Количество мегапикселей основной камеры (Мп):12+12+8 Мп, Тип устройства / товара:смартфон, Модель:Galaxy S20 FE, Серия смартфона:Galaxy S20 FE, Автофокусировка:есть, Встроенная вспышка:есть, ",лавандовый
Смартфон Xiaomi Redmi Note 9 Pro 64GB Tropical Green,99990,Android 10,"6.67""",64Гб,64+8+5+2,16,бесплатно,Xiaomi,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:gps, Тип устройства / товара:смартфон, Модель:Redmi Note 9 Pro, Цвет передней панели:чёрный, Серия смартфона:Redmi Note 9 Pro, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",зеленый
"Смартфон Xiaomi Redmi 9C 64GB, Midnight Gray",64990,Android 10,"6.53""",64Гб,13+2+2,5,бесплатно,Xiaomi,"Количество SIM-карт:2 SIM, Разрешение экрана:1600x720, Технология изготовления экрана:IPS , Количество ядер:8, Количество мегапикселей основной камеры (Мп):13+2+2, Тип устройства / товара:смартфон, Модель:9C, Цвет передней панели:серый, Серия смартфона:Redmi 9C, Автофокусировка:есть, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",серый
"Смартфон Vivo Y30, Emerald Black",71990,Android 10,"6.47""",64Гб,13 + 8 + 2 + 2,8,бесплатно,Vivo,"Количество SIM-карт:2 SIM, Разрешение экрана:1560х720, Технология изготовления экрана:LCD, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:Y30, Цвет передней панели:чёрный, Серия смартфона:Y30, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",чёрный
"Смартфон Samsung Galaxy S20 FE, Red",269890,Android 10,"6.5""",128Гб,12+12+8 Мп,32,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Технология изготовления экрана:Super AMOLED, Количество ядер:8, Датчики:Face ID, Количество мегапикселей основной камеры (Мп):12+12+8 Мп, Тип устройства / товара:смартфон, Модель:Galaxy S20 FE, Серия смартфона:Galaxy S20 FE, Автофокусировка:есть, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",красный
"Смартфон Samsung Galaxy A51 64GB, Silver",129890,Android 9.0,"6.5""",64Гб,48 + 12 + 5 + 5,32,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:Super AMOLED, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:A51, Цвет передней панели:чёрный, Серия смартфона:Galaxy A51, Автофокусировка:есть, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",серебристый
Смартфон Realme X3 Super Zoom 8/128Gb (White),248890,Android 10,"6.6""",128Гб,64+8+8+2,32+8,бесплатно,RealMe,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:X3 Super Zoom, Цвет передней панели:белый, Серия смартфона:Realme X3 Super Zoom, Автофокусировка:есть, Встроенная вспышка:есть, Дополнительные функции фотосъемки:Основная камера: 64 Мп (Широкоугольная камера с высоким разрешением / 26mm, FOV 78.6°, f/1.8, 6P lens / Samsung GW1, 1/1.72”); 8 Мп (Periscope объектив / 124 mm, f/3.4, 5X Optical Zoom / OIS); 8 Мп (Ультра широкоугольный объектив / 16 mm, FOV 119°, f/2.3, 5P lens); 2 Мп (Макро-линза / Фокусное расстояние 4 см, f/2.4, 1.75μm); Фронтальная камера: 32 Мп (Sony IMX 616, FOV 80.4°, f/2.5, 5P lens); 8 Мп (Ультра широкоугольная камера / FOV 105°, f/2.2, 5P lens), ",белый
"Смартфон Apple iPhone SE 2020 128Gb Slim Box, Red",259890,iOS,"4.7""",128Гб,12 Мп,7 Мп,бесплатно,Apple,"Количество SIM-карт:1 SIM, Разрешение экрана:1334х750, Технология изготовления экрана:IPS , Количество ядер:6, Датчики:gps, Тип устройства / товара:смартфон, Модель:SE 2020, Цвет передней панели:чёрный, Серия смартфона:iPhone SE 2020, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, Дополнительные функции фотосъемки:Режим «Портрет» с улучшенным эффектом боке и функцией «Глубина» Портретное освещение (шесть вариантов: Естественный свет, Студийный свет, Контурный свет, Сценический свет, Сценический свет — ч/﻿б, Светлая тональность — ч/﻿б), ",красный
"Смартфон Apple iPhone SE 2020 128Gb Slim Box, White",259890,iOS,"4.7""",128Гб,12 Мп,7 Мп,бесплатно,Apple,"Количество SIM-карт:1 SIM, Разрешение экрана:1334х750, Технология изготовления экрана:IPS , Количество ядер:6, Датчики:gps, Тип устройства / товара:смартфон, Модель:SE 2020, Цвет передней панели:чёрный, Серия смартфона:iPhone SE 2020, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, Дополнительные функции фотосъемки:Режим «Портрет» с улучшенным эффектом боке и функцией «Глубина» Портретное освещение (шесть вариантов: Естественный свет, Студийный свет, Контурный свет, Сценический свет, Сценический свет — ч/﻿б, Светлая тональность — ч/﻿б), ",белый
"Смартфон Xiaomi Redmi 9A 32GB, Granite Gray",54990,Android 10,"6.53""",32Гб,13,5,бесплатно,Xiaomi,"Количество SIM-карт:2 SIM, Разрешение экрана:1600x720, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:Xiaomi Redmi 9A, Цвет передней панели:чёрный, Серия смартфона:Redmi 9A, Автофокусировка:нет, Встроенная вспышка:есть, ",тёмно-серый
"Смартфон OPPO A12, Black",55890,Android 9.0,"6.2""",32Гб,13,5,бесплатно,Oppo,"Количество SIM-карт:2 SIM, Разрешение экрана:1520x720, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:A12, Цвет передней панели:чёрный, Серия смартфона:A12, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, ",чёрный
"Смартфон Apple iPhone SE 2020 128Gb Slim Box, Black",259890,iOS,"4.7""",128Гб,12 Мп,7 Мп,бесплатно,Apple,"Количество SIM-карт:1 SIM, Разрешение экрана:1334х750, Технология изготовления экрана:IPS , Количество ядер:6, Датчики:gps, Тип устройства / товара:смартфон, Модель:SE 2020, Цвет передней панели:чёрный, Серия смартфона:iPhone SE 2020, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, Дополнительные функции фотосъемки:Режим «Портрет» с улучшенным эффектом боке и функцией «Глубина» Портретное освещение (шесть вариантов: Естественный свет, Студийный свет, Контурный свет, Сценический свет, Сценический свет — ч/﻿б, Светлая тональность — ч/﻿б), ",чёрный
"Смартфон Apple iPhone SE 2020 64Gb Slim Box, White",229890,iOS,"4.7""",64Гб,12 Мп,7 Мп,бесплатно,Apple,"Количество SIM-карт:1 SIM, Разрешение экрана:1334х750, Технология изготовления экрана:IPS , Количество ядер:6, Датчики:gps, Тип устройства / товара:смартфон, Модель:SE 2020, Цвет передней панели:чёрный, Серия смартфона:iPhone SE 2020, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, Дополнительные функции фотосъемки:Режим «Портрет» с улучшенным эффектом боке и функцией «Глубина» Портретное освещение (шесть вариантов: Естественный свет, Студийный свет, Контурный свет, Сценический свет, Сценический свет — ч/﻿б, Светлая тональность — ч/﻿б), ",белый
"Смартфон Xiaomi Redmi 9A 32GB, Sky Blue",54990,Android 10,"6.53""",32Гб,13,5,бесплатно,Xiaomi,"Количество SIM-карт:2 SIM, Разрешение экрана:1600x720, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:9A, Цвет передней панели:голубой, Серия смартфона:Redmi 9A, Автофокусировка:нет, Встроенная вспышка:есть, ",голубой
Смартфон OPPO A72 4/128Gb Twilight Black,89990,Android 10,"6.5""",128Гб,48 + 8 + 2 + 2,16,бесплатно,Oppo,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:TFT (TN), Количество ядер:8, Датчики:gps, Тип устройства / товара:смартфон, Модель:A72, Цвет передней панели:чёрный, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",чёрный
"Смартфон Apple iPhone SE 2020 64Gb Slim Box, Red",229890,iOS,"4.7""",64Гб,12 Мп,7 Мп,бесплатно,Apple,"Количество SIM-карт:1 SIM, Разрешение экрана:1334х750, Технология изготовления экрана:IPS , Количество ядер:6, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:SE 2020, Цвет передней панели:чёрный, Серия смартфона:iPhone SE 2020, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, Дополнительные функции фотосъемки:Режим «Портрет» с улучшенным эффектом боке и функцией «Глубина» Портретное освещение (шесть вариантов: Естественный свет, Студийный свет, Контурный свет, Сценический свет, Сценический свет — ч/﻿б, Светлая тональность — ч/﻿б), ",красный
"Смартфон Xiaomi Redmi 9A 32GB, Peacock Green",54990,Android 10,"6.53""",32Гб,13,5,бесплатно,Xiaomi,"Количество SIM-карт:2 SIM, Разрешение экрана:1600x720, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:9A, Цвет передней панели:зеленый, Серия смартфона:Redmi 9A, Автофокусировка:нет, Встроенная вспышка:есть, ",зеленый
"Смартфон Apple iPhone SE 2020 64Gb Slim Box, Black",229890,iOS,"4.7""",64Гб,12 Мп,7 Мп,бесплатно,Apple,"Количество SIM-карт:1 SIM, Разрешение экрана:1334х750, Технология изготовления экрана:IPS , Количество ядер:6, Датчики:gps, Тип устройства / товара:смартфон, Модель:SE 2020, Цвет передней панели:чёрный, Серия смартфона:iPhone SE 2020, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, Дополнительные функции фотосъемки:Режим «Портрет» с улучшенным эффектом боке и функцией «Глубина» Портретное освещение (шесть вариантов: Естественный свет, Студийный свет, Контурный свет, Сценический свет, Сценический свет — ч/﻿б, Светлая тональность — ч/﻿б), ",чёрный
"Смартфон OPPO A91, Blazing Blue",89990,Android 9.0,"6.4""",128Гб,48+8+2+2,16,бесплатно,Oppo,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:AMOLED, Количество ядер:8, Датчики:ориентации дисплея, Тип устройства / товара:смартфон, Модель:A91, Цвет передней панели:синий, Серия смартфона:A91, Автофокусировка:есть, Встроенная вспышка:есть, ",синий
"Смартфон OPPO A91, Lightening Black",139999,Android 9.0,"6.4""",128Гб,48+8+2+2,16,бесплатно,Oppo,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:AMOLED, Количество ядер:8, Датчики:gps, Тип устройства / товара:смартфон, Модель:A91, Цвет передней панели:чёрный, Серия смартфона:A91, Автофокусировка:есть, Встроенная вспышка:есть, ",чёрный
"Смартфон Realme 6 4/128Gb, White",128890,Android 10,"6.5""",128Гб,64+8+2+2,16,бесплатно,RealMe,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:6, Цвет передней панели:белый, Серия смартфона:Realme 6, Автофокусировка:есть, Встроенная вспышка:нет, Дополнительные функции фотосъемки:Портретный режим, Замедленная съемка, Панорамный вид, AI Beauty, HDR, Распознавание лиц, Фильтр, ",белый
"Смартфон Realme 6 4/128Gb, Blue",128890,Android 10,"6.5""",128Гб,64+8+2+2,16,бесплатно,RealMe,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:IPS , Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:6, Цвет передней панели:синий, Серия смартфона:Realme 6, Автофокусировка:есть, Встроенная вспышка:есть, Дополнительные функции фотосъемки:Портретный режим, Замедленная съемка, Панорамный вид, AI Beauty, HDR, Распознавание лиц, Фильтр, ",синий
"Смартфон Samsung Galaxy A41, White",119890,Android,"6.1""",64Гб,48+8+5,25,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:Super AMOLED, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:Galaxy A41, Цвет передней панели:чёрный, Серия смартфона:Galaxy A41, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, ",белый
"Смартфон Samsung Galaxy A41, Black",119890,Android 10,"6.1""",64Гб,48+8+5,25,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:Super AMOLED, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:Galaxy A41, Цвет передней панели:чёрный, Серия смартфона:Galaxy A41, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, ",чёрный
"Смартфон Samsung Galaxy A21s, Red",74990,Android 10,"6.5""",32Гб,48+8+2+2Мп,13 Мп,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Технология изготовления экрана:TFT (TN), Датчики:Face ID, Количество мегапикселей основной камеры (Мп):48+8+2+2Мп, Количество мегапикселей фронтальной камеры (Мп):13 Мп, Тип устройства / товара:смартфон, Модель:A21s, Серия смартфона:Galaxy A21s, Автофокусировка:нет, Встроенная вспышка:нет, ",красный
"Смартфон Samsung Galaxy A41, Blue",119890,Android 10,"6.1""",64Гб,48+8+5,25,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:Super AMOLED, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:Galaxy A41, Цвет передней панели:чёрный, Серия смартфона:Galaxy A41, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, ",синий
"Смартфон Samsung Galaxy A31, Black",109890,Android 10,"6.4""",,48+8+5+5Мп,20Мп,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:Super AMOLED, Датчики:Face ID, Количество мегапикселей основной камеры (Мп):48+8+5+5Мп, Количество мегапикселей фронтальной камеры (Мп):20Мп, Тип устройства / товара:смартфон, Модель:A31, Цвет передней панели:чёрный, Серия смартфона:Galaxy A31, Автофокусировка:нет, Встроенная вспышка:нет, ",чёрный
"Смартфон Samsung Galaxy A31, Blue",109890,Android 10,"6.4""",,48+8+5+5Мп,20Мп,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:Super AMOLED, Датчики:Face ID, Количество мегапикселей основной камеры (Мп):48+8+5+5Мп, Количество мегапикселей фронтальной камеры (Мп):20Мп, Тип устройства / товара:смартфон, Модель:A31, Серия смартфона:Galaxy A31, Автофокусировка:нет, Встроенная вспышка:нет, ",синий
"Смартфон Samsung Galaxy A31, White",109890,Android,"6.4""",64Гб,48+5+8+5,20,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:Super AMOLED, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:A31, Цвет передней панели:чёрный, Серия смартфона:Galaxy A31, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, ",белый
"Смартфон Samsung Galaxy A11, White",69890,Android,"6.4""",32Гб,13.0 MП + 2.0 MП + 5.0 MП,8.0 МП,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:1560х720, Технология изготовления экрана:TFT (TN), Датчики:gps, Тип устройства / товара:смартфон, Модель:A11, Цвет передней панели:чёрный, Серия смартфона:Galaxy A11, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, ",белый
"Смартфон Samsung Galaxy A21s, Black",89890,Android 10,"6.5""",32Гб,48+8+2+2Мп,13 Мп,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Технология изготовления экрана:TFT (TN), Датчики:Face ID, Количество мегапикселей основной камеры (Мп):48+8+2+2Мп, Количество мегапикселей фронтальной камеры (Мп):13 Мп, Тип устройства / товара:смартфон, Модель:A21s, Цвет передней панели:чёрный, Серия смартфона:Galaxy A21s, Автофокусировка:нет, Встроенная вспышка:нет, ",чёрный
"Смартфон Samsung Galaxy A21s, White",89890,Android 10,"6.5""",32Гб,48+8+2+2Мп,13 Мп,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Технология изготовления экрана:TFT (TN), Датчики:Face ID, Количество мегапикселей основной камеры (Мп):48+8+2+2Мп, Количество мегапикселей фронтальной камеры (Мп):13 Мп, Тип устройства / товара:смартфон, Модель:A21s, Серия смартфона:Galaxy A21s, Автофокусировка:нет, Встроенная вспышка:нет, ",белый
"Смартфон Samsung Galaxy A11, Red",59890,Android,"6.4""",32Гб,13.0 MП + 2.0 MП + 5.0 MП,8.0 МП,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:1560х720, Технология изготовления экрана:TFT (TN), Количество ядер:8, Датчики:gps, Тип устройства / товара:смартфон, Модель:Galaxy A11, Цвет передней панели:чёрный, Серия смартфона:Galaxy A11, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, ",красный
"Смартфон Samsung Galaxy S20, Blue",299890,Android 10,"6.2""",128Гб,64+12+12,10,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:3200×1440, Технология изготовления экрана:Dynamic AMOLED, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:Galaxy S20, Цвет передней панели:голубой, Серия смартфона:Galaxy S20, Автофокусировка:есть, Диафрагма:ƒ/1.9, Разрешение снимков:4032 x 3024, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), Дополнительные функции фотосъемки:Серийная съёмка. Цифровой зум. Оптический зум. Оптическая стабилизация изображения. Географические метки. Панорамная съёмка HDR съёмка. Сенсорная фокусировка. Распознавание лиц. Настройка баланса белого. Настройка ISO. Компенсация экспозиции. Автоспуск. Режим выбора сцены. Автофокус с обнаружением фазы (PDAF), ",голубой
"Смартфон Samsung Galaxy S20 plus, Black",319890,Android 10,"6.7""",128Гб,64+12+12,10,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:3200×1440, Технология изготовления экрана:Dynamic AMOLED, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:Galaxy S20 plus, Цвет передней панели:чёрный, Серия смартфона:Galaxy S20 plus, Автофокусировка:есть, Диафрагма:ƒ/2.4, Разрешение снимков:4000 x 3000, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), Дополнительные функции фотосъемки:эффект Боке, фазовый автофокус, интеллектуальный сверхширокоугольный режим, контрастная фокусировка, лунный режим, панорамная съемка, лазерный автофокус, режим HDR, серийная съëмка, ",чёрный
"Смартфон Samsung Galaxy S20, Red",299890,Android 10,"6.2""",128Гб,64+12+12,10,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:3200×1440, Технология изготовления экрана:Dynamic AMOLED, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:Galaxy S20, Цвет передней панели:красный, Серия смартфона:Galaxy S20, Автофокусировка:есть, Диафрагма:ƒ/1.9, Разрешение снимков:4032 x 3024, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), Дополнительные функции фотосъемки:Серийная съёмка. Цифровой зум. Оптический зум. Оптическая стабилизация изображения. Географические метки. Панорамная съёмка HDR съёмка. Сенсорная фокусировка. Распознавание лиц. Настройка баланса белого. Настройка ISO. Компенсация экспозиции. Автоспуск. Режим выбора сцены. Автофокус с обнаружением фазы (PDAF), ",красный
Смартфон Samsung Galaxy A71 Silver,189890,Android,"6.7""",128Гб,64+12+5+5Мп,32Мп,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:Super AMOLED, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:A71, Серия смартфона:Galaxy A71, Автофокусировка:есть, Диафрагма:ƒ/1.8, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), ",белый
"Смартфон Samsung Galaxy S20 plus, Gray",319890,Android 10,"6.7""",128Гб,64+12+12,10,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:3200×1440, Технология изготовления экрана:Dynamic AMOLED, Количество ядер:8, Датчики:акселерометр, Тип устройства / товара:смартфон, Модель:Galaxy S20+, Цвет передней панели:серый, Серия смартфона:Galaxy S20 plus, Автофокусировка:есть, Диафрагма:ƒ/2.4, Разрешение снимков:4032 x 3024, Встроенная вспышка:есть, Тип вспышки:светодиодная (LED), Дополнительные функции фотосъемки:Автофокус. Серийная съёмка. Цифровой зум. Оптический зум. Оптическая стабилизация изображения. Географические метки. Панорамная съёмка. HDR съёмка. Сенсорная фокусировка. Распознавание лиц. Настройка баланса белого. Настройка ISO. Компенсация экспозиции. Автоспуск. Режим выбора сцены. Автофокус с обнаружением фазы (PDAF), ",серый
"Смартфон Samsung Galaxy A51 128GB, Black (SM-A515FZKWSKZ)",149890,Android,"6.5""",128Гб,48.0 МП + 12.0 MП + 5.0 MП + 5.0 MП,32.0 MП,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:2400x1080, Технология изготовления экрана:Super AMOLED, Количество ядер:8, Датчики:gps, Тип устройства / товара:смартфон, Модель:Galaxy A51, Цвет передней панели:чёрный, Серия смартфона:Galaxy A51, Автофокусировка:есть, Встроенная вспышка:есть, ",чёрный
"Смартфон Samsung Galaxy A11, Black",59690,Android 10,"6.4""",32Гб,13.0 MП + 2.0 MП + 5.0 MП,8.0 МП,бесплатно,Samsung,"Количество SIM-карт:2 SIM, Разрешение экрана:1560х720, Технология изготовления экрана:TFT (TN), Количество ядер:8, Датчики:gps, Тип устройства / товара:смартфон, Модель:A11, Цвет передней панели:чёрный, Серия смартфона:Galaxy A11, Автофокусировка:есть, Диафрагма:ƒ/2.2, Встроенная вспышка:есть, ",чёрный
