Title,Price,Operating_system,Display_diagonal,Memory,Main_Camera,Front_Camera,Delivery,Manufacturer,Manufacturer_country,Features,Color
Смартфон Nokia 1.4 TA-1322 2/32GB Grey,49990,Android 10,"6,53″ - 16,59 см",32 GB,8 Mpx + 2 Mpx,5 Mpx,бесплатно,Nokia,Китай,"Чистый Android, версия GO",Серый
Смартфон Nokia 2.4 Grey,54990,Android,"6,5″ - 16,51 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Nokia,Китай,"Чистый Android, выделенная кнопка Google Ассистента, нескользкое 3D-покрытие корпуса с тиснением, Face Id, Finger scaner, усиленная батарея",Серый
Смартфон Nokia 2.4 Purple,54990,Android,"6,5″ - 16,51 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Nokia,Китай,"Чистый Android, выделенная кнопка Google Ассистента, нескользкое 3D-покрытие корпуса с тиснением, Face Id, Finger scaner, усиленная батарея",Пурпурный
Смартфон Nokia 3.4 3/64GB Blue,79990,Android 10,"6,39″ - 16,2 см",64 GB,13 Mpx + 5 Mpx + 2 Mpx,8 Mpx,бесплатно,Nokia,Китай,"Чистый Android, усиленная батарея",Синий
Смартфон Nokia 3.4 3/64GB Grey,79990,Android 10,"6,39″ - 16,2 см",64 GB,13 Mpx + 5 Mpx + 2 Mpx,8 Mpx,бесплатно,Nokia,Китай,"Чистый Android, усиленная батарея",Серый
Смартфон Nokia 3/32 G10 Blue,64990,Android 10,"6,5″ - 16,51 см",32 GB,13 Mpx + 2Mpx + 2Mpx,8 Mpx,бесплатно,Nokia,Китай,"Чистый Android, усиленная батарея",
Смартфон Nokia 5.3 4/64GB Charcoal,79990,Android,"6,5″ - 16,51 см",4 GB,13 Mpx + 8 Mpx + 5 Mpx,8 Mpx,бесплатно,Nokia,Китай,"Cертификат TÜV Rheinland, четырехсенсорная камера с ультрашироким углом обзора, выделенная кнопка Google ассистент 3",Черный
Смартфон Nokia C20 TA-1352 2/32GB Blue,47990,Android,"6,5″ - 16,51 см",32 GB,5 Mpx,5 Mpx,бесплатно,Nokia,Китай,Чистый Android по доступной цене,
Смартфон Nokia G20 4/64 Blue,84990,Android 10,"6,5″ - 16,51 см",64 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Nokia,Китай,"Чистый Android, усиленная батарея",
Смартфон POCO F3 5G 8/256GB Arctic White,199990,Android 11,"6,67"" - 16,94 см",256 GB,48 Mpx + 8 Mpx + 5 Mpx (2X),20 Mpx,бесплатно,Poco,Китай,"Wi-Fi 6,Three-Microphone system, Audio Zoom, Dual Video, Night mode 2.0",
Смартфон Poco M3 4/128 Yellow,79990,Android 10,"6,53″ - 16,59 см",128 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Мп,бесплатно,Poco,Китай,Датчик отпечатков пальцев,Желтый
Смартфон Poco M3 4/128GB Power Black,79990,Android 10,"6,53″ - 16,59 см",128 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Poco,Китай,Датчик отпечатков пальцев,Черный
Смартфон Poco M3 4/64 Cool Blue,69990,Android 10,"6,53″ - 16,59 см",64 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Мп,бесплатно,Poco,Китай,Датчик отпечатков пальцев,Синий
Смартфон Poco M3 4/64 Power Black,69990,Android 10,"6,53″ - 16,59 см",64 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Мп,бесплатно,Poco,Китай,Датчик отпечатков пальцев,Черный
Смартфон Poco M3 4/64GB Yellow,69990,Android 10,"6,53″ - 16,59 см",64 GB,48 Mpx,8 Мп,бесплатно,Poco,Китай,Датчик отпечатков пальцев,Желтый
Смартфон Poco M3 Pro 5G 4/64GB Power Black,89990,Android 11,"6,5″ - 16,51 см",64 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Мп,бесплатно,Poco,Китай,"Биометрия: сканер отпечатка пальца на торце, распознавание лица",
Смартфон Poco M3 Pro 5G 6/128GB Cool Blue,109990,Android 11,"6,5″ - 16,51 см",128 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Мп,бесплатно,Poco,Китай,"Биометрия: сканер отпечатка пальца на торце, распознавание лица",
Смартфон Poco M3 Pro 5G 6/128GB Power Black,109990,Android 11,"6,5″ - 16,51 см",128 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Мп,бесплатно,Poco,Китай,"Биометрия: сканер отпечатка пальца на торце, распознавание лица",
Смартфон Poco X3 6/128GB Cobalt Blue,129990,Android 10,"6,67"" - 16,94 см",128 GB,64Mpx + 13 Mpx + 2Mpx + 2Mpx,20 Mpx,бесплатно,Poco,Китай,"Процессор Qualcomm Snapdragon 732G, сверхвысокая частота обновления экрана 120 Гц, эффект игровой консоли, квадрокамера с основным модулем Sony",Синий
Смартфон Poco X3 6/128GB Shadow Gray,129990,Android 10,"6,67"" - 16,94 см",128 GB,64Mpx + 13 Mpx + 2Mpx + 2Mpx,20 Mpx,бесплатно,Poco,Китай,"Процессор Qualcomm Snapdragon 732G, сверхвысокая частота обновления экрана 120 Гц, эффект игровой консоли, квадрокамера с основным модулем Sony",Темно-серый
Смартфон Poco X3 6/64GB Cobalt Blue,119990,Android 10,"6,67"" - 16,94 см",64 GB,64Mpx + 13 Mpx + 2Mpx + 2Mpx,20 Mpx,бесплатно,Poco,Китай,"процессор Qualcomm Snapdragon 732G, сверхвысокая частота обновления экрана 120 Гц, эффект игровой консоли, квадрокамера с основным модулем Sony",Синий
Смартфон Poco X3 6/64GB Shadow Gray,119990,Android 10,"6,67"" - 16,94 см",64 GB,64Mpx + 13 Mpx + 2Mpx + 2Mpx,20 Mpx,бесплатно,Poco,Китай,"Процессор Qualcomm Snapdragon 732G, сверхвысокая частота обновления экрана 120 Гц, эффект игровой консоли, квадрокамера с основным модулем Sony",Темно-серый
Смартфон Poco X3 Pro 6/128GB Frost Blue,119990,Android,"6,67"" - 16,94 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,20 Mpx,бесплатно,Poco,Китай,"Улучшенный режим ночной фотографии, двойное видео",Синий
Смартфон Poco X3 Pro 6/128GB Metal Bronze,119990,Android,"6,67"" - 16,94 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,20 Mpx,бесплатно,Poco,Китай,"Квадро-камера с искусственным интеллектом, стекло Corning Gorilla Glass 6. Флагманская защита, технология охлаждения LiquidCool 1.0 Plus",Бронзовый
Смартфон Poco X3 Pro 6/128GB Phantom Black,119990,Android,"6,67"" - 16,94 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,20 Mpx,бесплатно,Poco,Китай,Быстрая зарядка 33 Вт,Черный
Смартфон Poco X3 Pro 8/256GB Frost Blue,129990,Android,"6,67"" - 16,94 см",256 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,20 Mpx,бесплатно,Poco,Китай,"Квадро-камера с искусственным интеллектом, стекло Corning Gorilla Glass 6. Флагманская защита, технология охлаждения LiquidCool 1.0 Plus",Синий
Смартфон Poco X3 Pro 8/256GB Phantom Black,129990,Android,"6,67"" - 16,94 см",256 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,20 Mpx,бесплатно,Poco,Китай,"Улучшенный режим ночной фотографии, двойное видео",Черный
Смартфон Realme 6 4/128GB Comet White,128890,Android 10,"6,5″ - 16,51 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 30W, Экран 90Гц, отпечаток пальца (сбоку), акселерометр, гироскоп, приближение, компас, реверсивная зарядка, NFC",Белый
Смартфон Realme 6i 3/64GB White Milk,88890,Android 10,"6,5″ - 16,51 см",64 GB,48 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 18W, отпечаток пальца (сзади), акселерометр, гироскоп, приближение, компас, реверсивная зарядка, NFC",Белый
Смартфон Realme 6i 4/128GB Green Tea,98890,Android 10,"6,5″ - 16,51 см",128 GB,48 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 18W, Отпечаток пальца (сзади), акселерометр, гироскоп, приближение, компас, реверсивная зарядка, NFC",Зеленый
Смартфон Realme 7 8/128Gb Blue,138890,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,16 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 30W, экран 90Гц, отпечаток пальца (сбоку), акселерометр, гироскоп, приближение, компас, реверсивная зарядка",Синий
Смартфон Realme 7i 4/128GB Blue,108890,Android 10,"6,53″ - 16,59 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 18W, экран 90Гц, отпечаток пальца (сбоку), акселерометр, гироскоп, приближение, компас, реверсивная зарядка",Синий
Смартфон Realme 7i 4/128GB Green,108890,Android 10,"6,53″ - 16,59 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 18W, экран 90Гц, отпечаток пальца (сбоку), акселерометр, гироскоп, приближение, компас, реверсивная зарядка",Зеленый
Смартфон Realme 8 Pro 6/128GB Blue,149990,Android 10,"6,53″ - 16,59 см",128 GB,108 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 50W, экран 180Гц, отпечаток пальца (снизу), акселерометр, гироскоп, приближение, компас, реверсивная зарядка, NFC",Синий
Смартфон Realme 8 Pro 6+ 6/128GB Black,149990,Android 10,"6,53″ - 16,59 см",128 GB,108 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 50W, экран 180Гц, отпечаток пальца (снизу), акселерометр, гироскоп, приближение, компас, реверсивная зарядка, NFC",Черный
Смартфон Realme C11 2/32GB 2021 Blue,49990,Android 10,"6,53″ - 16,59 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 10W, экран 90Гц, акселерометр, гироскоп, приближение, компас, реверсивная зарядка",Синий
Смартфон Realme C11 2/32GB 2021 Grey,49990,Android 10,"6,53″ - 16,59 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 10W, экран 90Гц, акселерометр, гироскоп, приближение, компас, реверсивная зарядка",Серый
Смартфон Realme C11 2/32GB Gray,52890,Android 10,"6,53″ - 16,59 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Realme,Китай,"Датчик магнитной индукции / датчик освещенности / датчик приближения / акселерометр. Режимы фотосъемки: AI-бьютификация, фотофильтры, HDR, режим  панорамы, портретный режим, Timelapse",Серый
Смартфон Realme C21Y 4/64G black,69990,Android 10,"6,53″ - 16,59 см",64 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 10W, отпечаток пальца (сзади), акселерометр, гироскоп, компас, реверсивная зарядка",Черный
Смартфон Realme C21Y 4/64GB blue,69990,Android 10,"6,53″ - 16,59 см",64 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 10W, отпечаток пальца (сзади), акселерометр, гироскоп, приближение, компас, реверсивная зарядка",Синий
Смартфон Realme C25 4/64GB Black,79990,Android 10,"6,53″ - 16,59 см",64 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 18W, Экран 120Гц, отпечаток пальца (сзади), акселерометр, гироскоп, приближение, компас, реверсивная зарядка, NFC",
Смартфон Realme X3 Super Zoom 8/128GB Arctic White,248890,Android 10,"6,53″ - 16,59 см",128 GB,64 Mpx + 8 Mpx + 8 Mpx + 2 Mpx,32 Mpx + 8 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 30W, Экран 120Гц, отпечаток пальца (сбоку), акселерометр, гироскоп, приближение, компас, реверсивная зарядка, NFC",Белый
Смартфон Realme X3 Super Zoom 8/128GB Glacier Blue,248890,Android 10,"6,53″ - 16,59 см",128 GB,64 Mpx + 8 Mpx + 8 Mpx + 2 Mpx,32 Mpx + 8 Mpx,бесплатно,Realme,Китай,"Быстрая зарядка 30W, Экран 120Гц, отпечаток пальца (сбоку), акселерометр, гироскоп, приближение, компас, реверсивная зарядка, NFC",Синий
Смартфон Samsung Galaxy A02 Black,54890,Android 10,"6,5″ - 16,51 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Samsung,Вьетнам,"5000 мАч батарея, LED вспышка, Дисплей 6,5″",Черный
Смартфон Samsung Galaxy A02 Blue,54890,Android 10,"6,5″ - 16,51 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Samsung,Вьетнам,"5000 мАч батарея, LED вспышка, Дисплей 6,5″",Синий
Смартфон Samsung Galaxy A02 Red,54890,Android 10,"6,5″ - 16,51 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Samsung,Вьетнам,"5000 мАч батарея, LED вспышка, Дисплей 6,5″",Красный
Смартфон Samsung Galaxy A02s 3/32GB Black,54590,Android 10,"6,5″ - 16,51 см",32 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Samsung,Китай,"Сканер отпечатков пальцев, технология распознавания лица",Черный
Смартфон Samsung Galaxy A02s 3/32GB Blue,54590,Android 10,"6,5″ - 16,51 см",32 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Samsung,Китай,"Сканер отпечатков пальцев, технология распознавания лица",Синий
Смартфон Samsung Galaxy A02s 3/32GB White,54190,Android 10,"6,5″ - 16,51 см",32 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Samsung,Китай,"Сканер отпечатков пальцев, технология распознавания лица",Белый
Смартфон Samsung Galaxy A03s 3/32GB Black,54890,Android,"6,5″ - 16,51 см",32 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Samsung,Китай,"оболочка One UI, технология Dolby Atmos",Черный
Смартфон Samsung Galaxy A03s 3/32GB Blue,54890,Android,"6,5″ - 16,51 см",32 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Samsung,Китай,"оболочка One UI, технология Dolby Atmos",Синий
Смартфон Samsung Galaxy A03s 3/32GB White,54890,Android,"6,5″ - 16,51 см",32 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Samsung,Китай,"оболочка One UI, технология Dolby Atmos",Белый
Смартфон Samsung Galaxy A03s 4/64GB Black,64890,Android,"6,5″ - 16,51 см",64 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Samsung,Китай,"оболочка One UI, технология Dolby Atmos",Черный
Смартфон Samsung Galaxy A03s 4/64GB Blue,64890,Android,"6,5″ - 16,51 см",64 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Samsung,Китай,"оболочка One UI, технология Dolby Atmos",Синий
Смартфон Samsung Galaxy A03s 4/64GB White,64890,Android,"6,5″ - 16,51 см",64 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Samsung,Китай,"оболочка One UI, технология Dolby Atmos",Белый
Смартфон Samsung Galaxy A11 Black,69890,Android 10,"6,4″ - 16,3 см",32 GB,13 Mpx + 5 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Китай,"Режим серийной съемки, Режим таймера, Селфи портрет, Обнаружение лица, Геотегинг",Черный
Смартфон Samsung Galaxy A12 3/32GB Black,69890,Android 10,"6,5″ - 16,51 см",32 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",Черный
Смартфон Samsung Galaxy A12 3/32GB Black,69890,Android 11,"6,5″ - 16,51 см",32 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",Черный
Смартфон Samsung Galaxy A12 3/32GB Blue,69890,Android 10,"6,5″ - 16,51 см",32 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",Синий
Смартфон Samsung Galaxy A12 3/32GB Blue,69890,Android 11,"6,5″ - 16,51 см",32 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",Синий
Смартфон Samsung Galaxy A12 3/32GB Red,69890,Android 10,"6,5″ - 16,51 см",32 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",Красный
Смартфон Samsung Galaxy A12 3/32GB Red,69890,Android 11,"6,5″ - 16,51 см",32 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",Красный
Смартфон Samsung Galaxy A12 4/64GB Black,79890,Android 10,"6,5″ - 16,51 см",64 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",
Смартфон Samsung Galaxy A12 4/64GB Black,79890,Android 11,"6,5″ - 16,51 см",64 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",Черный
Смартфон Samsung Galaxy A12 4/64GB Blue,79890,Android 10,"6,5″ - 16,51 см",64 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",
Смартфон Samsung Galaxy A12 4/64GB Blue,79890,Android 11,"6,5″ - 16,51 см",64 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",Синий
Смартфон Samsung Galaxy A12 4/64GB Red,79890,Android 11,"6,5″ - 16,51 см",64 GB,48 Mpx + 5 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Samsung,Вьетнам,"Датчик ориентации экрана, силы нажатия, цифровой компас",Красный
Смартфон Samsung Galaxy A22 4/128GB Black,109890,Android,"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Mpx,бесплатно,Samsung,Вьетнам,Оптическая стабилизация (OIS),Черный
Смартфон Samsung Galaxy A22 4/128GB Mint,109890,Android,"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Mpx,бесплатно,Samsung,Вьетнам,Оптическая стабилизация (OIS),Мятный
Смартфон Samsung Galaxy A22 4/128GB White,109890,Android,"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Mpx,бесплатно,Samsung,Вьетнам,Оптическая стабилизация (OIS),Белый
Смартфон Samsung Galaxy A22 4/64GB Black,99890,Android,"6,4″ - 16,3 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Mpx,бесплатно,Samsung,Вьетнам,Оптическая стабилизация (OIS),Черный
Смартфон Samsung Galaxy A22 4/64GB Mint,99890,Android,"6,4″ - 16,3 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Mpx,бесплатно,Samsung,Вьетнам,Оптическая стабилизация (OIS),Мятный
Смартфон Samsung Galaxy A22 4/64GB White,99890,Android,"6,4″ - 16,3 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Mpx,бесплатно,Samsung,Вьетнам,Оптическая стабилизация (OIS),Белый
Смартфон Samsung Galaxy A32 4/128GB Awesome Violet,129890,Android 11,"6,4″ - 16,3 см",128 GB,64 Mpx + 8 Mpx + 5 Mpx + 5 Mpx,20 Mpx,бесплатно,Samsung,Вьетнам,"4 камеры, соотношение сторон 20:9, Сканер отпечатков пальцев (сбоку), Акселерометр, Гироскоп, Датчик близости, Компас, Быстрая зарядка аккумулятора 15W",Лаванда
Смартфон Samsung Galaxy A32 4/128GB Black,129890,Android 11,"6,4″ - 16,3 см",128 GB,64 Mpx + 8 Mpx + 5 Mpx + 5 Mpx,20 Mpx,бесплатно,Samsung,Вьетнам,"4 камеры, соотношение сторон 20:9, Сканер отпечатков пальцев (сбоку), Акселерометр, Гироскоп, Датчик близости, Компас, Быстрая зарядка аккумулятора 15W",Черный
Смартфон Samsung Galaxy A32 4/128GB Blue,129890,Android 11,"6,4″ - 16,3 см",128 GB,64 Mpx + 8 Mpx + 5 Mpx + 5 Mpx,20 Mpx,бесплатно,Samsung,Вьетнам,"4 камеры, соотношение сторон 20:9, Сканер отпечатков пальцев (сбоку), Акселерометр, Гироскоп, Датчик близости, Компас, Быстрая зарядка аккумулятора 15W",Синий
Смартфон Samsung Galaxy A32 4/128GB White,129890,Android 11,"6,4″ - 16,3 см",128 GB,64 Mpx + 8 Mpx + 5 Mpx + 5 Mpx,20 Mpx,бесплатно,Samsung,Вьетнам,"4 камеры, соотношение сторон 20:9, Сканер отпечатков пальцев (сбоку), Акселерометр, Гироскоп, Датчик близости, Компас, Быстрая зарядка аккумулятора 15W",Белый
Смартфон Samsung Galaxy A32 4/64GB Awesome Violet,119890,Android 11,"6,4″ - 16,3 см",64 GB,64 Mpx + 8 Mpx + 5 Mpx + 5 Mpx,20 Mpx,бесплатно,Samsung,Вьетнам,"4 камеры, соотношение сторон 20:9, Сканер отпечатков пальцев (сбоку), Акселерометр, Гироскоп, Датчик близости, Компас, Быстрая зарядка аккумулятора 15W",Лаванда
Смартфон Samsung Galaxy A32 4/64GB Black,119890,Android 11,"6,4″ - 16,3 см",64 GB,64 Mpx + 8 Mpx + 5 Mpx + 5 Mpx,20 Mpx,бесплатно,Samsung,Вьетнам,"4 камеры, соотношение сторон 20:9, Сканер отпечатков пальцев (сбоку), Акселерометр, Гироскоп, Датчик близости, Компас, Быстрая зарядка аккумулятора 15W",Черный
Смартфон Samsung Galaxy A32 4/64GB Blue,119890,Android 11,"6,4″ - 16,3 см",64 GB,64 Mpx + 8 Mpx + 5 Mpx + 5 Mpx,20 Mpx,бесплатно,Samsung,Вьетнам,"4 камеры, соотношение сторон 20:9, Сканер отпечатков пальцев (сбоку), Акселерометр, Гироскоп, Датчик близости, Компас, Быстрая зарядка аккумулятора 15W",Синий
Смартфон Samsung Galaxy A32 4/64GB White,119890,Android 11,"6,4″ - 16,3 см",64 GB,64 Mpx + 8 Mpx + 5 Mpx + 5 Mpx,20 Mpx,бесплатно,Samsung,Вьетнам,"4 камеры, соотношение сторон 20:9, Сканер отпечатков пальцев (сбоку), Акселерометр, Гироскоп, Датчик близости, Компас, Быстрая зарядка аккумулятора 15W",Белый
Смартфон Samsung Galaxy A52 128GB Awesome White,159890,Android 11,"6,5″ - 16,51 см",128 GB,64 Mpx + 12 Mpx + 5 Mpx+ 5 Mpx,32 Mpx,бесплатно,Samsung,Вьетнам,"ANT +. Быстрая зарядка 25 Вт. Функции камеры: Светодиодная вспышка, панорама, HDR. Датчики: Отпечаток пальца (под дисплеем, оптический), акселерометр, приближение, компас",Белый
Смартфон Samsung Galaxy A52 4/128GB Awesome Black,159890,Android 11,"6,5″ - 16,51 см",128 GB,64 Mpx + 12 Mpx + 5 Mpx+ 5 Mpx,32 Mpx,бесплатно,Samsung,Вьетнам,"ANT +. Быстрая зарядка 25 Вт. Функции камеры: Светодиодная вспышка, панорама, HDR. Датчики: Отпечаток пальца (под дисплеем, оптический), акселерометр, приближение, компас",Черный
Смартфон Samsung Galaxy A52 4/128GB Awesome Blue,159890,Android 11,"6,5″ - 16,51 см",128 GB,64 Mpx + 12 Mpx + 5 Mpx+ 5 Mpx,32 Mpx,бесплатно,Samsung,Вьетнам,"ANT +. Быстрая зарядка 25 Вт. Функции камеры: Светодиодная вспышка, панорама, HDR. Датчики: Отпечаток пальца (под дисплеем, оптический), акселерометр, приближение, компас",Синий
Смартфон Samsung Galaxy A52 4/128GB Awesome Violet,159890,Android 11,"6,5″ - 16,51 см",128 GB,64 Mpx + 12 Mpx + 5 Mpx+ 5 Mpx,32 Mpx,бесплатно,Samsung,Вьетнам,"ANT +. Быстрая зарядка 25 Вт. Функции камеры: Светодиодная вспышка, панорама, HDR. Датчики: Отпечаток пальца (под дисплеем, оптический), акселерометр, приближение, компас",Лаванда
Смартфон Samsung Galaxy A52 8/256GB Awesome Black,179890,Android 11,"6,5″ - 16,51 см",256 GB,64 Mpx + 8 Mpx + 5 Mpx + 2 Mpx,32 Mpx,бесплатно,Samsung,Вьетнам,"ANT +; быстрая зарядка 25 Вт.; функции камеры: cветодиодная вспышка, панорама, HDR; датчики: отпечаток пальца (под дисплеем, оптический), акселерометр, приближение, компас",
Смартфон Samsung Galaxy A52 8/256GB Awesome Blue,179890,Android 11,"6,5″ - 16,51 см",256 GB,64 Mpx + 8 Mpx + 5 Mpx + 2 Mpx,32 Mpx,бесплатно,Samsung,Вьетнам,"ANT+; функции камеры: светодиодная вспышка, панорама, HDR; датчики: отпечаток пальца (под дисплеем, оптический), акселерометр, приближение, компас",
